PCB_ID,Lot_ID,Line,Machine,Feeder_ID,Nozzle_ID,Component,Offset_X,Offset_Y,Offset_Angle,Solder_Height,Solder_Volume,Vacuum_Pressure,Placement_Force,Reflow_Peak_Temp,Tact_Time,Grade,Defect_Type,Is_Defective
PCB_016738,LOT_20260317,SMD_Line_B,Mounter_02,FD_12,NZ_02,CHIP_0603,-19.11,10.76,-0.066,117.59,100.12,,3.92,249.4,4.47,A,Normal,0
PCB_016739,LOT_20260317,SMD_Line_C,Mounter_03,FD_10,NZ_11,IC_QFP_48,12.81,10.84,0.176,116.77,,-74.37,3.89,241.7,3.64,A,Normal,0
PCB_016740,LOT_20260317,SMD_Line_B,Mounter_04,FD_09,NZ_06,BGA_256,0.69,13.37,0.678,142.97,105.92,-70.14,2.2,253.2,4.87,A,Normal,0
PCB_016741,LOT_20260317,SMD_Line_B,Mounter_02,FD_02,NZ_05,IC_QFP_48,0.2,-13.09,-0.457,110.48,106.25,-68.5,4.04,252.3,4.68,A,Normal,0
PCB_016742,LOT_20260317,SMD_Line_C,Mounter_04,FD_24,NZ_10,CHIP_0603,17.66,-9.58,0.093,154.74,72.18,-67.91,2.21,243.9,4.97,F,Tombstone,1
PCB_016743,LOT_20260317,SMD_Line_C,Mounter_03,FD_21,NZ_04,CHIP_0603,-16.09,2.8,0.156,136.62,,-72.72,2.1,245.0,3.93,A,Normal,0
PCB_016744,LOT_20260317,SMD_Line_C,Mounter_02,FD_11,NZ_09,IC_QFP_48,-11.44,3.59,-0.282,113.98,94.25,-76.19,3.74,250.5,3.84,A,Normal,0
PCB_016745,LOT_20260317,SMD_Line_A,Mounter_03,FD_22,NZ_02,CHIP_0603,17.25,-18.43,0.086,148.31,101.06,-69.74,2.2,247.4,4.27,A,Normal,0
PCB_016746,LOT_20260317,SMD_Line_B,Mounter_03,FD_10,NZ_11,CHIP_0603,-6.89,-20.17,0.236,140.63,97.66,-66.69,3.18,246.7,4.73,A,Normal,0
PCB_016747,LOT_20260317,SMD_Line_C,Mounter_02,FD_25,NZ_03,CHIP_0603,-11.13,0.06,-0.426,109.98,93.61,-74.77,4.4,250.0,4.3,A,Normal,0
PCB_016748,LOT_20260317,SMD_Line_A,Mounter_02,FD_08,NZ_04,CAP_3216,3.74,17.58,0.099,123.71,91.55,-64.65,3.28,243.2,3.15,A,Normal,0
PCB_016749,LOT_20260317,SMD_Line_C,Mounter_03,FD_05,NZ_07,BGA_256,9.54,-14.18,0.892,120.38,98.1,-70.26,3.86,246.2,4.49,A,Normal,0
PCB_016750,LOT_20260317,SMD_Line_A,Mounter_01,FD_22,NZ_01,CHIP_1005,-4.58,10.18,-0.17,129.0,91.99,-77.47,3.53,245.1,4.55,A,Normal,0
PCB_016751,LOT_20260317,SMD_Line_C,Mounter_02,FD_05,NZ_09,IC_QFP_48,0.87,19.05,0.652,110.22,,-71.38,3.95,240.5,4.48,F,Tombstone,1
PCB_016752,LOT_20260317,SMD_Line_B,Mounter_01,FD_09,NZ_05,IC_QFP_48,3.23,16.65,-0.14,120.67,90.52,-64.16,4.34,249.2,3.79,A,Normal,0
PCB_016753,LOT_20260317,SMD_Line_A,Mounter_01,FD_11,NZ_01,CHIP_1005,6.36,8.9,-0.189,152.99,93.13,-69.47,3.7,249.2,4.38,A,Normal,0
PCB_016754,LOT_20260317,SMD_Line_B,Mounter_01,FD_12,NZ_08,CHIP_0603,5.81,9.57,0.692,149.99,103.05,-69.86,3.4,240.5,4.38,A,Normal,0
PCB_016755,LOT_20260317,SMD_Line_B,Mounter_01,FD_05,NZ_03,IC_QFP_48,4.33,-13.27,-0.053,111.94,104.05,-73.94,3.48,249.1,3.61,A,Normal,0
PCB_016756,LOT_20260317,SMD_Line_B,Mounter_04,FD_06,NZ_11,IC_QFP_48,-12.71,-2.09,0.154,126.53,100.6,-73.01,2.8,245.8,4.54,A,Normal,0
PCB_016757,LOT_20260317,SMD_Line_B,Mounter_03,FD_01,NZ_01,CHIP_0603,-2.37,-0.69,-0.203,126.86,92.31,-71.68,2.76,244.0,4.85,A,Normal,0
PCB_016758,LOT_20260317,SMD_Line_C,Mounter_02,FD_16,NZ_11,CHIP_1005,-13.7,-11.43,-0.059,149.3,86.58,-71.96,2.62,244.9,4.41,A,Normal,0
PCB_016759,LOT_20260317,SMD_Line_B,Mounter_03,FD_24,NZ_11,IC_QFP_48,12.38,-6.31,-0.415,107.89,103.81,-74.22,2.47,249.2,4.58,A,Normal,0
PCB_016760,LOT_20260317,SMD_Line_B,Mounter_03,FD_14,NZ_07,IC_QFP_48,-5.13,-3.17,-0.565,122.58,89.41,,3.21,245.9,4.1,A,Normal,0
PCB_016761,LOT_20260317,SMD_Line_A,Mounter_03,FD_24,NZ_12,CAP_3216,1.35,10.23,0.138,118.78,109.5,-71.22,2.69,246.2,4.4,A,Normal,0
PCB_016762,LOT_20260317,SMD_Line_C,Mounter_03,FD_14,NZ_04,CHIP_1005,-1.35,0.64,-0.142,109.5,104.89,-73.2,3.34,244.1,3.95,A,Normal,0
PCB_016763,LOT_20260317,SMD_Line_A,Mounter_03,FD_24,NZ_05,BGA_256,-6.68,-10.69,-0.05,131.74,99.15,-73.13,4.07,244.0,4.8,A,Normal,0
PCB_016764,LOT_20260317,SMD_Line_B,Mounter_02,FD_13,NZ_10,CHIP_0603,-2.19,4.89,-0.475,127.34,91.99,-69.84,2.79,241.9,3.64,A,Normal,0
PCB_016765,LOT_20260317,SMD_Line_C,Mounter_03,FD_30,NZ_02,CHIP_1005,-14.8,-7.7,0.339,107.46,118.38,-69.95,2.5,242.0,3.81,A,Normal,0
PCB_016766,LOT_20260317,SMD_Line_A,Mounter_03,FD_12,NZ_04,CHIP_0603,-6.93,7.35,0.159,157.76,113.65,-77.26,4.0,246.2,4.91,A,Normal,0
PCB_016767,LOT_20260317,SMD_Line_B,Mounter_03,FD_23,NZ_05,CHIP_0603,-1.82,7.87,0.339,140.29,70.73,-71.7,3.64,246.9,4.94,F,Tombstone,1
PCB_016768,LOT_20260317,SMD_Line_A,Mounter_04,FD_07,NZ_04,IC_QFP_48,6.39,0.26,0.123,130.89,90.55,-72.94,3.62,248.1,3.43,A,Normal,0
PCB_016769,LOT_20260317,SMD_Line_C,Mounter_01,FD_06,NZ_03,CHIP_1005,-11.08,8.4,-0.902,142.28,97.66,-72.4,3.77,239.9,4.55,A,Normal,0
PCB_016770,LOT_20260317,SMD_Line_B,Mounter_04,FD_23,NZ_05,CHIP_1005,18.98,6.59,-0.445,153.69,85.49,-74.51,3.41,247.5,4.21,A,Normal,0
PCB_016771,LOT_20260317,SMD_Line_C,Mounter_03,FD_09,NZ_02,BGA_256,-18.93,0.72,-0.292,109.44,103.75,-68.2,2.8,250.5,4.48,A,Normal,0
PCB_016772,LOT_20260317,SMD_Line_C,Mounter_04,FD_21,NZ_10,CHIP_1005,13.93,-0.0,-0.482,131.97,104.06,-72.04,4.32,243.4,4.51,A,Normal,0
PCB_016773,LOT_20260317,SMD_Line_B,Mounter_02,FD_16,NZ_10,CHIP_1005,-13.41,8.83,0.379,153.79,69.06,-70.08,2.87,247.9,4.65,B,Normal,0
PCB_016774,LOT_20260317,SMD_Line_B,Mounter_02,FD_09,NZ_01,CHIP_1005,-17.41,-12.11,0.499,137.68,106.17,-71.42,3.41,241.0,4.44,A,Normal,0
PCB_016775,LOT_20260317,SMD_Line_B,Mounter_02,FD_14,NZ_11,CAP_3216,-7.83,2.84,0.4,110.28,99.02,-73.65,2.57,244.5,3.44,A,Normal,0
PCB_016776,LOT_20260317,SMD_Line_A,Mounter_01,FD_09,NZ_07,CHIP_0603,7.66,10.35,0.331,123.53,82.83,-72.76,3.6,243.2,5.47,F,Tombstone,1
PCB_016777,LOT_20260317,SMD_Line_B,Mounter_02,FD_04,NZ_11,CHIP_0603,-22.43,4.48,0.1,138.36,87.41,-70.13,2.45,246.5,4.46,A,Normal,0
PCB_016778,LOT_20260317,SMD_Line_C,Mounter_01,FD_09,NZ_11,CAP_3216,-7.17,8.46,0.399,106.94,,-72.75,2.72,251.4,5.0,A,Normal,0
PCB_016779,LOT_20260317,SMD_Line_B,Mounter_02,FD_08,NZ_03,CAP_3216,2.71,-2.3,0.18,143.38,89.03,-72.88,4.6,249.2,3.76,A,Normal,0
PCB_016780,LOT_20260317,SMD_Line_A,Mounter_04,FD_14,NZ_06,CHIP_1005,-4.97,3.17,-0.377,147.12,91.79,-73.52,2.87,242.5,4.35,F,Tombstone,1
PCB_016781,LOT_20260317,SMD_Line_A,Mounter_04,FD_27,NZ_11,CHIP_0603,-4.03,-15.7,-0.208,113.42,97.69,-76.82,2.69,248.3,3.85,A,Normal,0
PCB_016782,LOT_20260317,SMD_Line_B,Mounter_04,FD_05,NZ_08,BGA_256,6.07,9.78,0.005,108.56,90.87,-74.69,3.12,243.3,4.4,A,Normal,0
PCB_016783,LOT_20260317,SMD_Line_A,Mounter_04,FD_16,NZ_03,CHIP_1005,10.95,3.44,0.432,125.53,,-73.27,4.02,240.1,4.39,A,Normal,0
PCB_016784,LOT_20260317,SMD_Line_B,Mounter_01,FD_10,NZ_09,CHIP_1005,-3.56,-5.9,0.039,145.16,117.39,-62.68,3.77,254.9,4.77,B,Normal,0
PCB_016785,LOT_20260317,SMD_Line_B,Mounter_02,FD_27,NZ_05,CAP_3216,4.28,-6.64,-1.038,112.19,101.56,-73.5,2.63,246.5,4.55,A,Normal,0
PCB_016786,LOT_20260317,SMD_Line_B,Mounter_03,FD_03,NZ_08,CHIP_0603,7.66,-4.63,-0.571,151.92,102.79,,3.3,249.0,3.82,A,Normal,0
PCB_016787,LOT_20260317,SMD_Line_A,Mounter_04,FD_09,NZ_10,CHIP_0603,-15.08,-11.85,0.437,129.85,108.29,-73.26,4.31,247.7,3.83,F,Tombstone,1
PCB_016788,LOT_20260317,SMD_Line_B,Mounter_02,FD_03,NZ_02,CHIP_1005,-1.32,1.72,0.813,138.54,104.26,-68.46,2.85,253.9,4.38,A,Normal,0
PCB_016789,LOT_20260317,SMD_Line_C,Mounter_02,FD_19,NZ_02,CHIP_0603,-21.04,20.52,-0.039,152.78,91.13,-69.75,3.76,248.1,5.19,B,Normal,0
PCB_016790,LOT_20260317,SMD_Line_C,Mounter_02,FD_19,NZ_06,BGA_256,17.51,5.72,-0.67,156.64,113.62,-76.36,2.57,250.0,4.61,A,Normal,0
PCB_016791,LOT_20260317,SMD_Line_B,Mounter_03,FD_01,NZ_11,IC_QFP_48,11.76,2.43,-0.154,139.15,105.27,-72.75,3.14,242.6,4.62,A,Normal,0
PCB_016792,LOT_20260317,SMD_Line_A,Mounter_04,FD_22,NZ_02,CHIP_0603,-6.47,-5.9,0.393,104.57,101.43,-72.99,2.86,251.2,4.24,A,Normal,0
PCB_016793,LOT_20260317,SMD_Line_C,Mounter_01,FD_19,NZ_06,CHIP_0603,3.54,-13.35,-0.196,135.04,120.19,-66.78,3.09,246.6,5.22,A,Normal,0
PCB_016794,LOT_20260317,SMD_Line_B,Mounter_01,FD_26,NZ_09,CHIP_0603,-33.19,5.29,0.81,117.93,104.1,-71.3,2.9,242.9,3.92,B,Normal,0
PCB_016795,LOT_20260317,SMD_Line_A,Mounter_03,FD_15,NZ_03,BGA_256,20.93,12.7,-0.002,122.21,,-72.41,2.85,252.5,4.7,A,Normal,0
PCB_016796,LOT_20260317,SMD_Line_A,Mounter_03,FD_19,NZ_08,CHIP_0603,-8.62,12.93,0.027,165.06,117.36,-68.96,3.22,234.7,4.16,A,Normal,0
PCB_016797,LOT_20260317,SMD_Line_A,Mounter_01,FD_25,NZ_03,CHIP_0603,7.95,-25.86,1.053,122.66,84.08,-71.76,3.53,247.1,4.76,B,Normal,0
PCB_016798,LOT_20260317,SMD_Line_A,Mounter_01,FD_07,NZ_09,IC_QFP_48,-14.28,-18.95,-0.147,131.88,100.85,-72.0,2.4,239.3,4.3,A,Normal,0
PCB_016799,LOT_20260317,SMD_Line_A,Mounter_04,FD_30,NZ_05,CHIP_1005,19.93,-13.35,-0.617,136.88,93.99,-69.57,2.12,245.1,5.14,A,Normal,0
PCB_016800,LOT_20260317,SMD_Line_C,Mounter_01,FD_24,NZ_08,CHIP_1005,1.31,-3.03,0.12,143.41,105.53,-74.55,2.5,246.3,4.95,A,Normal,0
PCB_016801,LOT_20260317,SMD_Line_B,Mounter_01,FD_01,NZ_01,CHIP_1005,-28.21,-4.82,-0.049,119.0,87.46,-69.9,2.68,245.5,4.31,B,Normal,0
PCB_016802,LOT_20260317,SMD_Line_B,Mounter_01,FD_24,NZ_01,CAP_3216,4.56,10.93,0.287,137.13,96.8,-71.37,3.08,241.3,3.43,A,Normal,0
PCB_016803,LOT_20260317,SMD_Line_C,Mounter_03,FD_16,NZ_09,CHIP_1005,0.5,4.04,0.508,112.55,120.14,-68.95,2.92,244.1,3.7,A,Normal,0
PCB_016804,LOT_20260317,SMD_Line_C,Mounter_01,FD_08,NZ_07,CHIP_0603,-12.74,2.28,-0.145,105.83,105.15,-66.95,4.26,247.0,5.16,A,Normal,0
PCB_016805,LOT_20260317,SMD_Line_C,Mounter_01,FD_12,NZ_05,IC_QFP_48,8.0,-15.99,-0.231,117.85,95.92,-72.74,2.6,247.8,4.43,A,Normal,0
PCB_016806,LOT_20260317,SMD_Line_C,Mounter_04,FD_28,NZ_10,CAP_3216,-3.77,-3.4,0.159,133.94,81.74,-73.33,3.62,245.8,4.05,A,Normal,0
PCB_016807,LOT_20260317,SMD_Line_B,Mounter_02,FD_30,NZ_01,CHIP_0603,9.52,-10.04,0.444,118.72,90.09,-73.58,3.54,241.8,4.89,A,Normal,0
PCB_016808,LOT_20260317,SMD_Line_C,Mounter_03,FD_24,NZ_03,CHIP_1005,-8.02,-19.27,0.606,153.35,103.64,-74.46,4.14,246.1,4.3,A,Normal,0
PCB_016809,LOT_20260317,SMD_Line_B,Mounter_03,FD_06,NZ_10,CHIP_1005,-3.83,7.08,0.073,127.23,80.05,-72.99,3.98,241.3,4.77,A,Normal,0
PCB_016810,LOT_20260317,SMD_Line_A,Mounter_04,FD_10,NZ_10,CHIP_1005,-0.28,-19.35,-0.017,109.26,97.86,-72.69,3.16,243.8,4.52,A,Normal,0
PCB_016811,LOT_20260317,SMD_Line_B,Mounter_01,FD_14,NZ_12,CHIP_0603,4.73,3.31,0.029,110.9,,,3.01,236.4,4.09,A,Normal,0
PCB_016812,LOT_20260317,SMD_Line_B,Mounter_02,FD_05,NZ_09,IC_QFP_48,-2.64,12.78,0.339,132.9,116.41,-73.82,3.41,247.4,4.17,A,Normal,0
PCB_016813,LOT_20260317,SMD_Line_C,Mounter_04,FD_04,NZ_10,CHIP_0603,9.66,-4.09,-0.373,95.39,103.82,-68.43,3.0,244.0,4.2,A,Normal,0
PCB_016814,LOT_20260317,SMD_Line_A,Mounter_02,FD_27,NZ_03,CHIP_0603,-21.18,3.31,-0.056,126.24,68.74,-65.07,2.21,242.7,4.57,C,Normal,0
PCB_016815,LOT_20260317,SMD_Line_B,Mounter_01,FD_25,NZ_05,CHIP_1005,22.64,-11.19,0.102,141.88,102.19,-72.99,2.82,245.1,4.06,A,Normal,0
PCB_016816,LOT_20260317,SMD_Line_A,Mounter_02,FD_23,NZ_02,CHIP_0603,11.41,3.21,-0.163,134.77,98.43,-77.41,4.15,249.8,4.0,A,Normal,0
PCB_016817,LOT_20260317,SMD_Line_A,Mounter_04,FD_28,NZ_05,CAP_3216,10.5,7.88,0.736,125.68,111.58,,2.12,249.2,3.63,A,Normal,0
PCB_016818,LOT_20260317,SMD_Line_A,Mounter_01,FD_14,NZ_07,CHIP_0603,1.55,-13.96,1.047,135.72,120.4,-69.82,3.66,243.1,5.19,B,Normal,0
PCB_016819,LOT_20260317,SMD_Line_B,Mounter_03,FD_17,NZ_12,IC_QFP_48,-9.21,6.37,-0.484,147.6,108.78,-71.93,4.37,240.4,3.71,A,Normal,0
PCB_016820,LOT_20260317,SMD_Line_C,Mounter_02,FD_27,NZ_05,CAP_3216,10.29,-13.29,1.049,153.02,92.82,-69.83,3.27,244.2,3.81,B,Normal,0
PCB_016821,LOT_20260317,SMD_Line_A,Mounter_01,FD_01,NZ_05,CHIP_0603,7.23,9.72,0.631,118.31,99.76,-70.93,4.59,250.6,5.34,A,Normal,0
PCB_016822,LOT_20260317,SMD_Line_B,Mounter_01,FD_17,NZ_11,CAP_3216,-5.46,-5.65,0.133,118.48,102.85,-67.35,4.37,245.8,3.27,A,Normal,0
PCB_016823,LOT_20260317,SMD_Line_A,Mounter_04,FD_20,NZ_04,CHIP_0603,-1.95,-12.34,0.015,141.73,111.11,-71.16,1.54,243.4,4.3,A,Normal,0
PCB_016824,LOT_20260317,SMD_Line_A,Mounter_01,FD_09,NZ_04,CHIP_1005,-2.31,2.65,0.018,174.41,91.65,-72.35,4.09,245.2,4.53,F,Tombstone,1
PCB_016825,LOT_20260317,SMD_Line_B,Mounter_04,FD_16,NZ_05,CHIP_0603,-11.31,3.72,0.164,145.7,70.12,-68.13,3.1,242.1,3.87,B,Normal,0
PCB_016826,LOT_20260317,SMD_Line_A,Mounter_03,FD_03,NZ_02,CHIP_0603,7.19,-30.02,0.525,89.03,99.89,-70.06,2.88,242.8,3.35,B,Normal,0
PCB_016827,LOT_20260317,SMD_Line_B,Mounter_02,FD_10,NZ_06,CHIP_0603,-4.15,3.83,-0.307,91.75,98.76,-72.57,3.87,248.8,4.19,A,Normal,0
PCB_016828,LOT_20260317,SMD_Line_A,Mounter_03,FD_17,NZ_11,CHIP_0603,4.92,5.0,-0.605,127.0,111.76,-76.64,2.4,240.6,4.18,F,Tombstone,1
PCB_016829,LOT_20260317,SMD_Line_A,Mounter_04,FD_16,NZ_02,CAP_3216,2.3,-7.25,0.149,148.16,112.11,,4.18,247.4,4.45,A,Normal,0
PCB_016830,LOT_20260317,SMD_Line_B,Mounter_03,FD_30,NZ_09,IC_QFP_48,-21.97,-0.4,0.5,126.81,101.23,-69.17,4.03,237.7,4.14,A,Normal,0
PCB_016831,LOT_20260317,SMD_Line_B,Mounter_02,FD_01,NZ_11,CHIP_0603,14.25,-0.23,-0.659,143.78,91.99,-68.9,3.04,247.2,4.71,A,Normal,0
PCB_016832,LOT_20260317,SMD_Line_A,Mounter_03,FD_19,NZ_06,IC_QFP_48,26.17,-12.23,1.205,141.41,107.43,-73.1,3.78,241.9,3.19,F,Mount_Shift,1
PCB_016833,LOT_20260317,SMD_Line_B,Mounter_01,FD_29,NZ_05,CHIP_1005,-9.75,-16.44,0.251,150.83,108.9,-70.29,3.24,244.0,4.29,A,Normal,0
PCB_016834,LOT_20260317,SMD_Line_C,Mounter_02,FD_15,NZ_11,CAP_3216,-0.72,0.62,-0.181,163.29,105.04,-76.47,3.56,253.9,4.14,A,Normal,0
PCB_016835,LOT_20260317,SMD_Line_B,Mounter_03,FD_27,NZ_03,CHIP_0603,18.44,-4.44,-0.377,104.88,91.34,-75.56,2.99,242.7,4.37,F,Tombstone,1
PCB_016836,LOT_20260317,SMD_Line_A,Mounter_02,FD_07,NZ_10,CHIP_1005,6.34,-4.72,0.449,125.04,81.31,-71.79,3.05,244.3,4.41,F,Tombstone,1
PCB_016837,LOT_20260317,SMD_Line_B,Mounter_03,FD_08,NZ_09,CHIP_0603,-22.67,0.54,0.07,142.78,99.31,-76.2,3.71,241.1,4.76,A,Normal,0
PCB_016838,LOT_20260317,SMD_Line_B,Mounter_01,FD_04,NZ_08,IC_QFP_48,-3.42,-2.44,0.481,119.72,118.36,-71.77,2.4,247.9,4.71,A,Normal,0
PCB_016839,LOT_20260317,SMD_Line_A,Mounter_04,FD_12,NZ_03,CHIP_1005,-4.98,-8.29,0.464,139.7,101.35,-69.17,3.18,240.4,4.56,A,Normal,0
PCB_016840,LOT_20260317,SMD_Line_C,Mounter_03,FD_02,NZ_01,CHIP_1005,-10.49,-12.16,-0.554,135.52,100.7,-75.2,3.17,251.6,4.76,A,Normal,0
PCB_016841,LOT_20260317,SMD_Line_C,Mounter_02,FD_07,NZ_01,IC_QFP_48,-2.61,-4.13,-0.32,115.6,88.56,-72.81,3.63,248.8,4.14,A,Normal,0
PCB_016842,LOT_20260317,SMD_Line_C,Mounter_03,FD_25,NZ_10,CHIP_1005,8.39,-11.12,-0.261,145.9,112.47,-73.3,3.29,242.8,3.81,F,Tombstone,1
PCB_016843,LOT_20260317,SMD_Line_C,Mounter_04,FD_26,NZ_08,CHIP_0603,-11.27,-1.82,-0.33,118.83,95.96,-72.44,3.11,243.5,3.91,A,Normal,0
PCB_016844,LOT_20260317,SMD_Line_B,Mounter_01,FD_06,NZ_10,CHIP_0603,13.01,-11.2,-0.219,115.72,,-72.08,2.82,243.5,3.78,A,Normal,0
PCB_016845,LOT_20260317,SMD_Line_B,Mounter_01,FD_30,NZ_07,IC_QFP_48,12.98,4.45,0.313,135.05,105.87,-70.65,2.55,247.4,3.42,A,Normal,0
PCB_016846,LOT_20260317,SMD_Line_B,Mounter_04,FD_02,NZ_07,CAP_3216,-4.29,-0.7,-0.146,112.48,,-67.24,2.56,248.2,4.16,A,Normal,0
PCB_016847,LOT_20260317,SMD_Line_C,Mounter_01,FD_25,NZ_03,CHIP_1005,-11.43,1.14,-0.104,146.36,95.99,-73.89,3.78,239.0,4.15,A,Normal,0
PCB_016848,LOT_20260317,SMD_Line_B,Mounter_03,FD_07,NZ_06,CHIP_0603,16.29,-24.04,-0.478,123.24,112.13,-67.11,4.03,247.9,3.73,B,Normal,0
PCB_016849,LOT_20260317,SMD_Line_A,Mounter_02,FD_25,NZ_10,CHIP_0603,-24.7,11.92,0.412,128.85,101.07,-69.86,2.54,240.6,4.01,F,Tombstone,1
PCB_016850,LOT_20260317,SMD_Line_A,Mounter_03,FD_27,NZ_05,CHIP_1005,12.83,-21.12,0.605,118.83,110.4,-69.44,3.26,242.0,4.42,B,Normal,0
PCB_016851,LOT_20260317,SMD_Line_C,Mounter_04,FD_02,NZ_05,IC_QFP_48,8.78,-10.12,-0.185,126.37,87.22,-74.0,2.71,246.5,4.32,A,Normal,0
PCB_016852,LOT_20260317,SMD_Line_A,Mounter_03,FD_26,NZ_06,CHIP_1005,14.17,9.08,0.466,139.7,108.53,-68.79,3.3,239.2,4.88,A,Normal,0
PCB_016853,LOT_20260317,SMD_Line_B,Mounter_03,FD_04,NZ_08,CHIP_0603,-32.33,-5.98,0.369,131.42,110.15,-64.35,4.23,242.3,4.65,B,Normal,0
PCB_016854,LOT_20260317,SMD_Line_C,Mounter_04,FD_16,NZ_09,CHIP_1005,0.96,6.48,0.048,107.52,106.6,-74.41,2.63,250.4,3.5,A,Normal,0
PCB_016855,LOT_20260317,SMD_Line_B,Mounter_02,FD_06,NZ_05,CHIP_1005,-11.19,6.09,0.394,139.23,100.98,-79.69,3.92,253.6,4.55,A,Normal,0
PCB_016856,LOT_20260317,SMD_Line_C,Mounter_01,FD_10,NZ_10,CHIP_0603,1.78,-1.55,0.233,115.18,,-75.22,3.34,248.9,4.39,A,Normal,0
PCB_016857,LOT_20260317,SMD_Line_B,Mounter_04,FD_23,NZ_07,CHIP_1005,3.58,-0.84,-0.381,132.94,,-77.39,2.63,243.1,3.88,A,Normal,0
PCB_016858,LOT_20260317,SMD_Line_A,Mounter_01,FD_14,NZ_01,BGA_256,23.87,-3.13,-0.351,138.86,97.26,-71.76,2.91,247.7,4.1,A,Normal,0
PCB_016859,LOT_20260317,SMD_Line_C,Mounter_01,FD_03,NZ_05,IC_QFP_48,-14.51,-11.59,0.722,128.08,112.62,-74.85,2.54,249.5,3.2,A,Normal,0
PCB_016860,LOT_20260317,SMD_Line_A,Mounter_04,FD_14,NZ_10,CAP_3216,-8.72,4.25,0.389,122.99,99.8,-68.03,3.06,245.0,4.63,A,Normal,0
PCB_016861,LOT_20260317,SMD_Line_B,Mounter_02,FD_29,NZ_03,BGA_256,-14.39,0.11,0.654,133.48,100.26,-73.82,2.78,244.9,4.57,A,Normal,0
PCB_016862,LOT_20260317,SMD_Line_A,Mounter_04,FD_26,NZ_10,CHIP_0603,6.51,12.9,-0.361,114.11,108.41,-67.68,3.86,249.6,4.95,A,Normal,0
PCB_016863,LOT_20260317,SMD_Line_A,Mounter_04,FD_11,NZ_12,BGA_256,21.62,5.08,-0.591,129.86,107.34,-69.4,3.33,242.3,3.7,A,Normal,0
PCB_016864,LOT_20260317,SMD_Line_B,Mounter_03,FD_11,NZ_02,CHIP_1005,0.83,-5.91,-0.376,126.21,81.84,-70.56,3.38,244.4,4.09,A,Normal,0
PCB_016865,LOT_20260317,SMD_Line_A,Mounter_03,FD_21,NZ_03,CAP_3216,-4.6,2.48,-0.381,110.97,110.45,-74.45,2.85,246.3,3.96,A,Normal,0
PCB_016866,LOT_20260317,SMD_Line_B,Mounter_04,FD_11,NZ_10,CHIP_0603,17.13,13.93,0.545,110.17,99.28,,3.02,245.6,4.03,A,Normal,0
PCB_016867,LOT_20260317,SMD_Line_C,Mounter_03,FD_04,NZ_09,CHIP_0603,9.14,-3.75,0.376,107.72,103.88,-82.79,3.34,246.2,4.81,A,Normal,0
PCB_016868,LOT_20260317,SMD_Line_A,Mounter_02,FD_05,NZ_09,CHIP_1005,-30.11,7.59,0.438,137.09,89.94,-71.88,2.27,242.3,4.49,F,Tombstone,1
PCB_016869,LOT_20260317,SMD_Line_A,Mounter_03,FD_06,NZ_02,CHIP_0603,10.67,-10.52,-0.061,125.7,104.82,-74.23,3.91,251.7,4.33,A,Normal,0
PCB_016870,LOT_20260317,SMD_Line_B,Mounter_02,FD_22,NZ_09,CHIP_1005,-4.84,18.23,0.473,149.34,95.6,-75.36,3.11,242.4,5.45,A,Normal,0
PCB_016871,LOT_20260317,SMD_Line_B,Mounter_01,FD_14,NZ_03,CAP_3216,-15.03,9.49,0.085,152.02,105.5,-66.23,2.65,247.1,5.52,F,Tombstone,1
PCB_016872,LOT_20260317,SMD_Line_C,Mounter_01,FD_07,NZ_12,BGA_256,17.88,3.12,0.099,127.33,75.87,-74.01,1.59,245.0,4.07,B,Normal,0
PCB_016873,LOT_20260317,SMD_Line_A,Mounter_02,FD_06,NZ_12,CHIP_0603,-11.95,-1.36,-0.211,119.51,86.74,-66.44,2.58,243.6,4.36,A,Normal,0
PCB_016874,LOT_20260317,SMD_Line_C,Mounter_01,FD_14,NZ_03,CHIP_0603,-12.53,-13.17,0.022,143.47,102.9,,3.59,239.3,3.15,A,Normal,0
PCB_016875,LOT_20260317,SMD_Line_B,Mounter_02,FD_22,NZ_05,CAP_3216,-16.27,4.98,0.47,149.26,92.59,-72.69,3.89,246.2,4.53,A,Normal,0
PCB_016876,LOT_20260317,SMD_Line_B,Mounter_04,FD_16,NZ_04,CHIP_0603,-13.75,-4.82,-0.071,123.65,81.38,-71.37,3.23,237.2,4.02,A,Normal,0
PCB_016877,LOT_20260317,SMD_Line_A,Mounter_03,FD_04,NZ_01,CHIP_1005,-9.87,-2.84,0.039,124.57,96.28,-72.17,3.24,245.8,4.7,A,Normal,0
PCB_016878,LOT_20260317,SMD_Line_B,Mounter_01,FD_18,NZ_01,BGA_256,1.7,1.25,0.562,141.63,103.69,-64.64,4.15,242.3,3.88,A,Normal,0
PCB_016879,LOT_20260317,SMD_Line_A,Mounter_01,FD_26,NZ_05,IC_QFP_48,-9.96,3.16,0.114,129.87,111.41,-75.68,3.49,248.3,3.79,A,Normal,0
PCB_016880,LOT_20260317,SMD_Line_A,Mounter_04,FD_07,NZ_04,CAP_3216,-3.18,-2.7,0.132,139.42,82.38,-70.45,3.58,244.2,4.25,A,Normal,0
PCB_016881,LOT_20260317,SMD_Line_B,Mounter_03,FD_23,NZ_08,CAP_3216,-6.63,0.28,0.287,137.3,117.93,-65.77,2.56,252.2,3.36,A,Normal,0
